hospital,patient_count,total_billing,average_billing,average_age,average_length_of_stay,hospital_rank
LLC Fuller,2,43775.564645520055,21887.782322760027,54.5,10.0,36
LLC Gill,2,34734.64921021646,17367.32460510823,51.0,15.5,36
LLC Glenn,2,37746.12835092607,18873.064175463034,56.5,13.5,36
LLC Grant,2,41681.20699923227,20840.603499616136,42.5,23.5,36
LLC Gross,2,55066.647609157015,27533.323804578507,43.5,15.5,36
LLC Hale,2,27586.079641071337,13793.039820535669,52.5,2.5,36
LLC Hamilton,2,54196.194929102305,27098.097464551152,25.5,18.5,36
LLC Hancock,2,89311.07380113249,44655.53690056624,86.0,27.0,36
LLC Hansen,2,20858.406902510542,10429.203451255271,44.0,7.5,36
LLC Hanson,2,33956.08495960463,16978.042479802316,35.0,11.5,36
LLC Harding,2,51400.9411521876,25700.4705760938,33.0,9.0,36
LLC Harrell,2,50525.60216312886,25262.80108156443,64.5,22.5,36
LLC Harrington,2,48031.12568338655,24015.562841693274,38.5,18.0,36
LLC Harrison,2,81173.53773297658,40586.76886648829,54.0,22.0,36
LLC Harvey,2,63773.56208782819,31886.781043914096,44.5,10.5,36
LLC Hawkins,2,66340.694516811,33170.3472584055,31.5,7.5,36
LLC Haynes,2,57253.87669629531,28626.938348147654,38.0,6.0,36
LLC Heath,2,19247.753577251875,9623.876788625937,35.0,16.0,36
LLC Henson,2,54223.618867474,27111.809433737,62.5,6.0,36
LLC Hinton,2,36532.76136449109,18266.380682245544,40.0,1.0,36
LLC Ho,2,81938.85621711815,40969.42810855908,42.0,10.5,36
LLC Holloway,2,52387.64596554472,26193.82298277236,49.0,17.5,36
LLC Holmes,2,46240.62804390097,23120.314021950486,83.0,17.0,36
LLC Hooper,2,48939.52730080338,24469.76365040169,47.0,3.0,36
LLC Horn,2,18980.98068271854,9490.49034135927,50.5,22.0,36
LLC Howe,2,81677.38039921223,40838.69019960611,74.5,15.0,36
LLC Huffman,2,77353.03116964467,38676.51558482234,22.0,3.0,36
LLC Hunter,2,48251.63279012909,24125.816395064547,44.0,8.0,36
LLC Hurst,2,39468.67843435288,19734.33921717644,33.5,22.0,36
LLC Jensen,2,26279.891702454835,13139.945851227418,41.0,16.5,36
LLC Johnston,2,50147.77927797434,25073.88963898717,54.0,16.5,36
LLC Juarez,2,61645.30075838785,30822.650379193925,29.0,19.5,36
LLC Keith,2,12052.654876832154,6026.327438416077,67.0,20.0,36
LLC Kelley,2,4611.549384490838,2305.774692245419,52.0,5.0,36
LLC Knight,2,82548.12994235399,41274.064971176995,57.0,23.5,36
LLC Lane,2,17181.878953575397,8590.939476787698,61.5,21.5,36
LLC Lara,2,85229.50979891572,42614.75489945786,61.0,14.0,36
LLC Larson,2,73796.35630620347,36898.17815310173,41.0,13.0,36
LLC Mason,2,90690.52767139481,45345.263835697406,47.5,11.5,36
LLC Massey,2,71446.9940966842,35723.4970483421,48.5,23.5,36
LLC May,2,74832.39017112055,37416.19508556028,48.5,8.5,36
LLC Mcbride,2,83725.33611313402,41862.66805656701,68.0,11.0,36
LLC Mccarty,2,53261.63053148888,26630.81526574444,63.5,27.0,36
LLC Mccormick,2,36598.36293978565,18299.181469892825,52.0,17.0,36
LLC Mcguire,2,64173.178765825854,32086.589382912927,48.0,19.5,36
LLC Mendez,2,28934.41777000202,14467.20888500101,63.0,6.5,36
LLC Meyer,2,50873.71462786939,25436.857313934695,58.5,18.5,36
LLC Middleton,2,23228.300072547314,11614.150036273657,51.0,24.5,36
LLC Mills,2,25026.14393714138,12513.07196857069,50.5,12.0,36
LLC Mooney,2,77173.26613297498,38586.63306648749,81.0,5.0,36
LLC Morales,2,38494.80390986003,19247.401954930014,74.0,11.5,36
LLC Moran,2,83756.11670372241,41878.058351861204,54.0,17.0,36
LLC Morgan,2,84745.19907558641,42372.599537793205,44.5,5.0,36
LLC Morrison,2,47711.75747341397,23855.878736706985,51.5,12.5,36
LLC Ortega,2,83913.4808375958,41956.7404187979,42.0,12.5,36
LLC Owen,2,20521.14852138202,10260.57426069101,58.0,5.0,36
LLC Owens,2,28659.465325744823,14329.732662872411,45.0,6.0,36
LLC Pacheco,2,74192.0053280986,37096.0026640493,48.5,6.0,36
LLC Padilla,2,46990.061246067424,23495.030623033712,38.0,5.0,36
LLC Parks,2,51821.813355298524,25910.906677649262,65.5,16.0,36
LLC Perkins,2,50411.145554050985,25205.572777025493,23.0,18.0,36
LLC Potts,2,7127.316552596346,3563.658276298173,49.5,29.0,36
LLC Randall,2,43587.14134525031,21793.570672625156,47.5,19.5,36
LLC Reynolds,2,82982.70406995557,41491.35203497778,33.0,12.0,36
LLC Rhodes,2,69591.2606891791,34795.63034458955,63.0,8.0,36
LLC Richards,2,64259.82482637952,32129.91241318976,49.5,9.5,36
LLC Richardson,2,20183.751376734417,10091.875688367209,66.5,25.0,36
LLC Riley,2,40284.342605005644,20142.171302502822,47.0,24.5,36
LLC Rivas,2,60910.75787228502,30455.37893614251,35.5,14.0,36
LLC Rocha,2,65126.57612101463,32563.288060507315,43.0,8.0,36
LLC Romero,2,33340.48321449321,16670.241607246604,69.5,30.0,36
LLC Sanchez,2,89275.98552855928,44637.99276427964,28.5,24.0,36
LLC Sanders,2,20061.596179626922,10030.798089813461,54.0,14.5,36
LLC Schaefer,2,68096.01559995956,34048.00779997978,68.5,7.0,36
LLC Sheppard,2,3376.0656273663503,1688.0328136831752,34.5,16.0,36
LLC Simmons,2,60203.999080148686,30101.999540074343,55.5,22.0,36
LLC Sims,2,45652.73517716775,22826.367588583875,42.5,15.0,36
LLC Snyder,2,56763.016808243716,28381.508404121858,61.0,12.0,36
LLC Steele,2,48966.64268518887,24483.321342594434,33.5,24.0,36
LLC Stokes,2,38455.68733268471,19227.843666342356,54.0,15.0,36
LLC Strickland,2,77206.01933379073,38603.00966689536,62.0,22.5,36
LLC Sullivan,2,86369.42346008171,43184.71173004086,47.0,25.0,36
LLC Terry,2,51584.61228962992,25792.30614481496,55.5,14.0,36
LLC Todd,2,22539.00718841111,11269.503594205555,27.0,20.5,36
LLC Valencia,2,90682.4480663816,45341.2240331908,82.5,25.0,36
LLC Vega,2,54335.35772511136,27167.67886255568,29.5,22.0,36
LLC Wade,2,26543.33847941287,13271.669239706434,68.0,23.0,36
LLC Wallace,2,76732.47661202139,38366.238306010695,50.0,29.0,36
LLC Walters,2,45435.664938216505,22717.832469108253,71.0,25.0,36
LLC Watson,2,71659.88839280009,35829.94419640004,72.5,15.5,36
LLC Webb,2,67254.49307907725,33627.246539538624,57.0,20.5,36
LLC Weiss,2,23864.55118668636,11932.27559334318,40.5,7.0,36
LLC Wheeler,2,46034.889203042294,23017.444601521147,47.0,10.5,36
LLC Whitaker,2,69219.37819036466,34609.68909518233,47.0,16.5,36
LLC Wilkerson,2,12689.177697015493,6344.588848507747,65.5,10.5,36
LLC Wilkins,2,46153.0037645446,23076.5018822723,27.5,20.5,36
LLC Willis,2,52668.48882300306,26334.24441150153,63.0,22.5,36
LLC Wise,2,12043.939139096094,6021.969569548047,68.0,7.0,36
LLC Wong,2,68650.48007675687,34325.24003837843,52.0,20.0,36
LLC Woodward,2,50210.72798809574,25105.36399404787,73.5,11.0,36
LLC Wright,2,74351.9131289097,37175.95656445485,35.0,14.0,36
LLC York,2,51104.80962464791,25552.404812323955,65.5,9.5,36
Lam-Mendoza,2,81377.49199622236,40688.74599811118,42.0,22.0,36
Lamb-Alexander,2,10103.717358528093,5051.858679264046,23.5,24.0,36
Lamb-Herrera,2,17813.339358800775,8906.669679400387,19.0,24.0,36
Lamb-Mills,2,13533.303859080828,6766.651929540414,16.0,21.0,36
Lambert LLC,2,44309.467175714075,22154.733587857037,49.0,23.5,36
"Lambert Rowe Thomas, and",2,54639.35431640791,27319.677158203955,76.0,25.0,36
"Lambert, and Joseph Holland",2,50174.78296012859,25087.391480064296,53.0,28.0,36
Lambert-Snyder,2,68198.69263398703,34099.34631699351,17.5,15.0,36
Lambert-Thomas,2,15228.01320958693,7614.006604793465,21.5,20.0,36
Landry LLC,2,54866.70535387321,27433.352676936604,19.5,19.0,36
"Landry, Frye and Martin",2,39652.60375859993,19826.301879299965,63.0,14.0,36
Lane-Sparks,2,20186.984438259387,10093.492219129694,20.5,30.0,36
Lara LLC,2,10720.478894248736,5360.239447124368,64.5,14.0,36
"Lara and Parker, Dunn",2,65820.33380226407,32910.166901132034,49.5,1.0,36
Lara and Sons,2,10505.534698683765,5252.767349341882,72.5,21.5,36
Lara-Allen,2,94540.49147827814,47270.24573913907,73.5,8.0,36
Larsen-Coleman,2,81925.5116402009,40962.75582010045,59.5,26.0,36
Larsen-Davis,2,37707.10662946072,18853.55331473036,49.0,9.0,36
Larsen-Lee,2,59025.147946798636,29512.573973399318,61.5,18.5,36
Larson Inc,2,52759.96680292288,26379.98340146144,42.0,19.0,36
Larson PLC,2,75374.17842584485,37687.08921292242,83.0,13.0,36
"Larson and Golden Bowman,",2,98234.58267417626,49117.29133708813,46.5,7.0,36
Larson-Sanchez,2,42062.033273060006,21031.016636530003,75.5,6.5,36
Lawrence Inc,2,9237.28449040215,4618.642245201075,56.5,6.5,36
Lawrence Ltd,2,47959.48699380584,23979.74349690292,27.5,14.5,36
"Lawrence Snyder Bradley, and",2,12388.73077909757,6194.365389548785,81.0,16.0,36
"Lawrence and Smith Stewart,",2,28647.490880938767,14323.745440469384,38.5,19.0,36
"Lawrence, Maldonado Johnson and",2,55124.42405925174,27562.21202962587,35.0,1.0,36
Lawrence-Johnson,2,43356.09687147753,21678.048435738765,71.5,14.5,36
Lawrence-Jones,2,50482.74454264333,25241.372271321667,34.5,26.5,36
"Lawson and Barnes, Wright",2,76496.7872312561,38248.39361562805,77.0,13.0,36
Lawson-Stevenson,2,80285.4656310538,40142.7328155269,37.5,16.0,36
"Le, Harper and Daniel",2,37240.5963186112,18620.2981593056,79.5,3.0,36
Le-Fernandez,2,4016.046481522874,2008.023240761437,63.5,28.0,36
Le-Henry,2,87629.65812187614,43814.82906093807,49.5,10.5,36
Leach LLC,2,71854.49363986282,35927.24681993141,71.0,22.5,36
Leach PLC,2,69324.58225645096,34662.29112822548,52.0,23.5,36
"Leach Ward and Johnson,",2,42103.902316510925,21051.951158255462,77.5,9.0,36
"Leblanc Conway, Holt and",2,68763.37742435181,34381.68871217591,59.0,13.0,36
"Leblanc, Cole Simon and",2,71289.64622087103,35644.823110435515,21.0,27.0,36
"Lee Gordon, Allison and",2,64295.77227553105,32147.886137765527,27.0,1.0,36
"Lee Jackson and Wood,",2,51572.77755789946,25786.38877894973,62.5,5.0,36
"Lee Johnson, Smith and",2,88338.14038438404,44169.07019219202,21.5,26.0,36
"Lee Wiley, Sosa and",2,79233.48180284216,39616.74090142108,18.5,26.0,36
"Lee and Kaiser Shah,",2,86200.31159760075,43100.15579880038,36.5,12.0,36
"Lee and White, Edwards",2,79796.7987562714,39898.3993781357,40.5,18.0,36
"Lee, Gonzalez Mckay and",2,18606.411496492343,9303.205748246171,74.0,3.0,36
"Lee, Johnson Fisher and",2,83910.56853373564,41955.28426686782,55.0,8.0,36
"Lee, Maldonado James and",2,64285.18902036192,32142.59451018096,74.0,3.0,36
"Lee, and Jackson Mack",2,67516.18230478915,33758.091152394576,53.0,24.0,36
Lee-Bradley,2,22667.939410302057,11333.969705151028,74.5,16.0,36
Lee-Brown,2,46040.41615259222,23020.20807629611,76.0,9.0,36
Lee-Ford,2,27655.86327588032,13827.93163794016,70.0,21.0,36
Lee-Harris,2,64161.12285493637,32080.561427468187,36.0,27.0,36
Lee-Hernandez,2,92403.85952856153,46201.929764280765,66.5,30.0,36
Lee-Holmes,2,48867.82013428973,24433.910067144865,74.0,23.0,36
Lee-Jefferson,2,52757.568229889745,26378.784114944872,76.0,26.0,36
Lee-Jensen,2,6715.098370109968,3357.549185054984,31.0,17.0,36
Lee-Johnson,2,49248.1483035215,24624.07415176075,64.0,17.5,36
Lee-Nelson,2,52007.24688782147,26003.623443910736,73.0,15.0,36
Lee-Roach,2,22495.914641822776,11247.957320911388,81.0,10.0,36
Lee-Robinson,2,68574.22806747086,34287.11403373543,52.0,12.0,36
Lee-Smith,2,73292.88423370417,36646.442116852086,21.0,17.5,36
Lee-Stuart,2,19380.128110655827,9690.064055327914,45.0,26.0,36
Lee-Yang,2,74176.77154160326,37088.38577080163,41.5,19.5,36
Lee-Young,2,75073.83357392217,37536.91678696108,57.0,17.0,36
Leon Ltd,2,33505.036768783495,16752.518384391748,73.0,26.0,36
Leon PLC,2,62998.99433660605,31499.497168303023,81.5,12.5,36
Lester LLC,2,56722.07411696671,28361.037058483354,46.5,11.5,36
Lester-Fletcher,2,44515.218747467894,22257.609373733947,33.5,2.0,36
"Levine and Schmidt, Chavez",2,86952.11631929905,43476.058159649525,38.0,1.0,36
Levy Inc,2,34278.92102958827,17139.460514794137,57.0,10.0,36
"Levy Wolfe, Jackson and",2,44589.38824837646,22294.69412418823,53.0,26.0,36
Levy-Smith,2,37481.210400134994,18740.605200067497,52.0,23.5,36
"Lewis Clarke Wood, and",2,72234.4013158915,36117.20065794575,54.0,2.0,36
"Lewis Lewis, Adams and",2,14651.950811358456,7325.975405679228,50.5,20.0,36
"Lewis and Andrews, Tucker",2,34495.84494309246,17247.92247154623,52.5,25.0,36
"Lewis and Cruz, Mccarthy",2,60752.05716196028,30376.02858098014,20.5,12.0,36
"Lewis and Hartman French,",2,86604.3399814073,43302.16999070365,32.0,21.0,36
"Lewis, Brown and Freeman",2,4080.223880759932,2040.111940379966,63.5,4.0,36
"Lewis, Garcia and Jones",2,71317.27800747867,35658.639003739336,22.5,21.0,36
"Lewis, Maxwell Hubbard and",2,48142.986514147335,24071.493257073667,66.5,11.0,36
"Lewis, and Hughes Hudson",2,33774.98402735718,16887.49201367859,46.5,30.0,36
"Lewis, and Stanley Hayes",2,7088.115271365581,3544.0576356827905,31.0,13.0,36
Lewis-Allen,2,44987.715481377934,22493.857740688967,62.5,16.0,36
Lewis-Brown,2,25638.367326787717,12819.183663393858,39.5,23.0,36
Lewis-Erickson,2,20558.477412642977,10279.238706321488,33.0,25.0,36
Lewis-Hopkins,2,45757.4152113708,22878.7076056854,35.0,29.0,36
Lewis-Humphrey,2,29760.460342477207,14880.230171238603,74.5,9.0,36
Lewis-Kelley,2,66702.56614854124,33351.28307427062,75.0,12.0,36
Lewis-Martin,2,76410.85236380268,38205.42618190134,61.0,8.0,36
Lewis-Mcmahon,2,94618.65058015769,47309.32529007884,54.5,9.0,36
Lewis-Morales,2,18530.60533735324,9265.30266867662,52.5,16.0,36
Lewis-Murphy,2,61842.47638817495,30921.238194087477,81.5,13.0,36
Lewis-Ortiz,2,79211.61731500216,39605.80865750108,70.5,27.0,36
Lewis-Smith,2,23287.67270710001,11643.836353550005,44.0,17.0,36
Lewis-Steele,2,77627.89366691404,38813.94683345702,30.0,29.0,36
Lewis-Thomas,2,81926.26213969069,40963.131069845345,52.0,11.5,36
Lewis-Thompson,2,85734.85678202924,42867.42839101462,41.0,11.5,36
Lewis-Williams,2,53280.88456723559,26640.442283617795,53.0,21.0,36
Lewis-Wilson,2,3719.529842590255,1859.7649212951276,30.0,9.0,36
Lewis-Yang,2,78863.21148843046,39431.60574421523,75.0,26.0,36
Li PLC,2,71588.39766789277,35794.198833946386,20.5,6.0,36
Lin-Cook,2,70590.500731614,35295.250365807,25.5,9.0,36
Lindsey LLC,2,49537.16361518577,24768.581807592884,71.5,22.5,36
Lindsey Ltd,2,24212.748455427773,12106.374227713886,47.5,18.5,36
Lindsey-Ross,2,57561.64699850248,28780.82349925124,82.0,20.0,36
Little Inc,2,50646.57346341976,25323.28673170988,57.0,16.0,36
Little PLC,2,41130.37525651134,20565.18762825567,47.5,14.0,36
Little-Green,2,32157.060728713408,16078.530364356704,71.0,2.0,36
Little-King,2,70582.14598358904,35291.07299179452,75.0,1.0,36
Liu LLC,2,67022.55265953443,33511.27632976721,58.5,12.0,36
"Lloyd, Parker and Barrett",2,27509.155885612916,13754.577942806458,58.0,19.0,36
Lloyd-Smith,2,66962.47086059596,33481.23543029798,61.5,3.0,36
"Logan, and Bailey Anthony",2,55167.37011341006,27583.68505670503,54.5,22.0,36
"Long Elliott Dickerson, and",2,71692.92842241749,35846.464211208746,24.0,18.0,36
Long Group,2,37331.18258176345,18665.591290881726,75.0,12.5,36
"Long and Garcia, Macdonald",2,89244.97802308438,44622.48901154219,61.0,11.0,36
Long-Brown,2,51466.539521067745,25733.269760533873,59.5,16.5,36
Long-Gonzales,2,14498.830786579943,7249.415393289972,81.0,21.0,36
Long-Herrera,2,83772.10143964394,41886.05071982197,84.5,2.0,36
Long-West,2,27531.85888824383,13765.929444121915,65.5,28.0,36
Long-Williams,2,49000.225834124256,24500.112917062128,62.0,24.0,36
"Lopez Cross and Ford,",2,76921.8609366264,38460.9304683132,63.0,28.0,36
"Lopez Fernandez, and Barr",2,86327.63578491462,43163.81789245731,79.0,23.0,36
"Lopez Lewis Carr, and",2,86632.77147807046,43316.38573903523,43.0,5.0,36
Lopez Sons and,2,60099.62256645439,30049.811283227195,45.0,11.0,36
"Lopez and Carter Thomas,",2,97527.00521349316,48763.50260674658,37.5,22.0,36
"Lopez and Eaton Weber,",2,49952.54985310593,24976.274926552964,77.5,17.0,36
"Lopez and Martin, Doyle",2,50034.553605203,25017.2768026015,58.5,4.0,36
"Lopez and Shepard Smith,",2,53009.73182206942,26504.86591103471,60.0,16.0,36
"Lopez, Mcbride and Tate",2,58460.23231180235,29230.116155901174,18.5,17.0,36
Lopez-Adams,2,35937.680519605776,17968.840259802888,73.5,22.0,36
Lopez-Barton,2,30277.556903844135,15138.778451922068,56.0,15.0,36
Lopez-Combs,2,44561.1378877134,22280.5689438567,48.0,24.0,36
Lopez-Cook,2,70188.84136347754,35094.42068173877,60.0,22.5,36
Lopez-Greene,2,96076.34073612044,48038.17036806022,35.0,23.5,36
Lopez-Jones,2,29917.76723496046,14958.88361748023,38.0,20.0,36
Lopez-Martinez,2,61915.98428146452,30957.99214073226,42.5,25.5,36
Lopez-Mosley,2,49929.092084806376,24964.546042403188,69.5,11.0,36
Lopez-Rogers,2,11234.955524749093,5617.477762374547,50.0,17.0,36
Lopez-Russell,2,91727.08091420218,45863.54045710109,76.5,22.0,36
Lopez-Turner,2,37506.5791570963,18753.28957854815,56.5,10.0,36
Lopez-Vang,2,77612.97958242575,38806.48979121287,59.5,5.0,36
Lopez-Ward,2,25767.309867589604,12883.654933794802,57.5,17.5,36
Lopez-Williams,2,13314.538736531598,6657.269368265799,46.0,16.0,36
Lopez-Wilson,2,56481.55593873338,28240.77796936669,47.5,21.5,36
Love Group,2,62805.40109512353,31402.700547561766,60.5,15.5,36
Love Ltd,2,24112.01043323664,12056.00521661832,42.5,21.5,36
Love-Davis,2,29873.592863754497,14936.796431877248,53.5,3.0,36
Lowe Group,2,54757.43968802775,27378.719844013875,69.5,4.0,36
"Lowe, Pierce Brown and",2,34353.32976561417,17176.664882807087,68.5,2.0,36
Lowery Group,2,46944.645545824,23472.322772912,72.0,16.0,36
Lozano Group,2,41189.98114329776,20594.99057164888,58.0,16.0,36
"Lozano and Blair Graves,",2,16786.92303994468,8393.46151997234,35.5,29.0,36
Lozano-Hill,2,85185.5905750513,42592.79528752565,76.0,5.0,36
Ltd Acevedo,2,16531.540056275593,8265.770028137797,63.5,24.0,36
Ltd Archer,2,47161.13642606507,23580.568213032537,55.0,2.0,36
Ltd Arnold,2,72611.5148957541,36305.75744787705,57.5,16.0,36
Ltd Barker,2,42696.47771931326,21348.23885965663,62.0,21.5,36
Ltd Barrett,2,26480.376695043546,13240.188347521773,46.5,17.0,36
Ltd Beard,2,61198.14365933364,30599.07182966682,49.5,17.5,36
Ltd Beasley,2,70710.7220100927,35355.36100504635,71.5,18.0,36
Ltd Bender,2,10987.80134836397,5493.900674181985,24.5,19.0,36
Ltd Benitez,2,83886.8021685424,41943.4010842712,84.0,2.0,36
Ltd Berger,2,53088.37384657446,26544.18692328723,43.5,22.0,36
Ltd Black,2,21850.28912760618,10925.14456380309,67.5,11.0,36
Ltd Bonilla,2,66890.0288289936,33445.0144144968,42.0,14.0,36
Ltd Boyer,2,85049.38581866713,42524.692909333564,39.0,19.0,36
Ltd Bridges,2,9574.445847135947,4787.222923567973,33.5,13.5,36
Ltd Briggs,2,27620.423495027724,13810.211747513862,58.0,11.0,36
Ltd Bryan,2,58707.542565683194,29353.771282841597,58.5,30.0,36
Ltd Buchanan,2,4520.096567146498,2260.048283573249,35.0,28.0,36
Ltd Burns,2,50378.309698642784,25189.154849321392,61.5,19.0,36
Ltd Burton,2,32575.834942539637,16287.917471269819,60.5,10.0,36
Ltd Calhoun,2,43081.0356320802,21540.5178160401,55.5,4.5,36
Ltd Callahan,2,44683.80830241685,22341.904151208426,53.0,24.0,36
Ltd Campos,2,15511.906671565339,7755.9533357826695,38.5,10.5,36
Ltd Cervantes,2,95206.66404541035,47603.33202270517,44.5,17.0,36
Ltd Coffey,2,67567.55257473249,33783.77628736624,44.5,8.5,36
Ltd Collins,2,74625.18540217714,37312.59270108857,23.5,30.0,36
Ltd Contreras,2,46193.24083646955,23096.620418234776,77.5,15.5,36
Ltd Conway,2,64570.84698094068,32285.42349047034,55.5,21.5,36
Ltd Daugherty,2,40275.63429865574,20137.81714932787,34.0,16.5,36
Ltd Dickerson,2,48021.853419946725,24010.926709973362,62.5,5.5,36
Ltd Dillon,2,36941.856004159476,18470.928002079738,17.0,25.0,36
Ltd Dixon,2,90736.56116364886,45368.28058182443,30.0,12.0,36
Ltd Dougherty,2,32655.52483241321,16327.762416206606,53.0,8.0,36
Ltd Duncan,2,83559.8789178803,41779.93945894015,64.5,18.5,36
Ltd Eaton,2,63653.35712001761,31826.678560008804,62.5,20.0,36
Ltd Edwards,2,54625.759875748045,27312.879937874022,53.0,21.0,36
Ltd Elliott,2,63834.7402303805,31917.37011519025,18.5,30.0,36
Ltd Erickson,2,7263.0146133155295,3631.5073066577647,69.0,20.5,36
Ltd Ferguson,2,58913.34148078223,29456.670740391113,58.0,25.0,36
Ltd Finley,2,9662.765400071494,4831.382700035747,85.5,3.0,36
Ltd Fisher,2,80946.3139863708,40473.1569931854,42.5,27.5,36
Ltd Fleming,2,48769.94378796843,24384.971893984213,53.5,22.0,36
Ltd Flores,2,52676.12501896747,26338.062509483734,54.0,9.5,36
Ltd Floyd,2,46519.88714228481,23259.943571142405,64.0,17.5,36
Ltd Foley,2,74429.49261670728,37214.74630835364,31.5,13.0,36
Ltd Ford,2,60705.43422420591,30352.717112102953,46.0,24.0,36
Ltd Fox,2,62362.839597120204,31181.419798560102,74.0,19.0,36
Ltd Francis,2,56864.97290157674,28432.48645078837,75.5,12.0,36
Ltd Freeman,2,47605.54197184165,23802.770985920826,42.5,15.5,36
Ltd Garrett,2,57588.22403954917,28794.112019774584,45.5,11.5,36
Ltd Gillespie,2,76185.59584819505,38092.797924097526,29.0,9.0,36
Ltd Golden,2,64859.368679526626,32429.684339763313,45.0,15.5,36
Ltd Goodman,2,47044.84914428558,23522.42457214279,44.5,5.0,36
Ltd Graham,2,34131.20774362995,17065.603871814976,49.0,12.5,36
